,pIC50,molecule_dictionary.chembl_id,canonical_smiles
82,5.236572006437063,CHEMBL2064374,CCOC(=O)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
83,6.42021640338319,CHEMBL2064376,COc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
84,4.124938736608301,CHEMBL2064379,Cc1cc(C)cc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
85,6.638272163982407,CHEMBL2064380,CCOC(=O)c1ccc(O)c(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
86,5.853871964321762,CHEMBL2064382,CCOc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
87,7.173925197299174,CHEMBL2064383,Cc1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
88,6.00436480540245,CHEMBL2064384,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)cc4)c3cc2n1CCCN1CCOCC1
89,6.853871964321762,CHEMBL2064386,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3cc2n1CCCN1CCOCC1
90,4.522878745280338,CHEMBL2064388,O=c1oc2cc3ncnc(Nc4ccccc4O)c3cc2n1CCCN1CCOCC1
91,6.2441251443275085,CHEMBL2064389,O=c1oc2cc3ncnc(Nc4ccc(F)c(F)c4)c3cc2n1CCCN1CCOCC1
92,5.522878745280338,CHEMBL2064390,CC(C)Oc1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
93,5.167491087293764,CHEMBL2064391,CC(=O)c1cccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)c1
94,7.214670164989233,CHEMBL2064395,O=c1oc2cc3ncnc(Nc4ccc(OCc5ccc(Cl)cc5)c(Cl)c4)c3cc2n1CCCN1CCOCC1
95,4.102372908709559,CHEMBL2064396,CC(C)(C)c1ccc(Nc2ncnc3cc4oc(=O)n(CCCN5CCOCC5)c4cc23)cc1
96,5.142667503568732,CHEMBL2064397,CN(c1ccccc1)c1ncnc2cc3oc(=O)n(CCCN4CCOCC4)c3cc12
97,6.2441251443275085,CHEMBL2070191,Clc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1
98,6.200659450546418,CHEMBL2070197,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCO5)cc23)c1
99,7.259637310505756,CHEMBL2087353,Brc1cccc(Nc2ncnc3cc4c(cc23)OCCOCCO4)c1
100,6.823908740944319,CHEMBL2087354,Cc1ccc(S(=O)(=O)N2CCOc3cc4ncnc(Nc5cccc(Br)c5)c4cc3OCC2)cc1
101,7.958607314841775,CHEMBL2148053,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O.Cc1ccc(S(=O)(=O)O)cc1
102,6.045757490560675,CHEMBL217090,Clc1ccc2c(c1Nc1ncnc3cc(OCCCN4CCCC4)cc(OC4CCOCC4)c13)OCO2
103,5.367542707815276,CHEMBL2312303,O=C(NCCCN1CCCC1=O)c1cnc(NCc2cc(Cl)ccc2Cl)nc1NC1CCCC1
104,5.1249387366083,CHEMBL2316149,COc1cc(/C=C2\CCC/C(=C\C3CCCCC3)C2=O)cc(OC)c1
105,6.045757490560675,CHEMBL2385976,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
106,6.0,CHEMBL2385977,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
107,5.698970004336019,CHEMBL2385978,CCOc1cc([N+](=O)[O-])c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C
108,5.823908740944319,CHEMBL2385979,CCOc1cc(N)c(C(=O)Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)cc1NC(=O)/C=C/CN(C)C
109,5.455931955649724,CHEMBL2385987,CCOc1ccc(C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2)cc1NC(=O)c1ccc(CN2CCN(C)CC2)cc1
110,5.221848749616357,CHEMBL2385988,CCOc1ccc(C(=O)Nc2nccc(-c3cccnc3)n2)cc1NC(=O)/C=C/CN(C)C
111,6.346787486224656,CHEMBL2385990,Cc1ccc(NC(=O)/C=C/CN(C)C)cc1C(=O)Nc1ccc(OCc2cccc(F)c2)c(Cl)c1
112,5.301029995663981,CHEMBL2385992,Cc1ccc(NC(=O)/C=C/CN(C)C)cc1C(=O)Nc1nccc(-c2cccnc2)n1
113,6.017728766960432,CHEMBL2408824,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2ccc(CCOc3no[n+]([O-])c3S(=O)(=O)c3ccccc3)cc2)n1
114,8.301029995663981,CHEMBL2420866,COc1ccc2c(c1)CCCN2c1nc(C)nc2ccccc12
115,8.267606240177031,CHEMBL2420867,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12
116,5.619788758288394,CHEMBL2424804,O=C(/C=C/c1ccc(Br)s1)Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1
117,7.619788758288394,CHEMBL2425083,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC2(C1)CS(=O)(=O)C2
118,7.602059991327963,CHEMBL2425084,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(O)C1
119,7.468521082957745,CHEMBL2425085,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CC(OC)C1
120,7.795880017344075,CHEMBL2425087,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(COC2)C1
121,6.721246399047171,CHEMBL2425088,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CC2(CCO2)C1
122,5.638272163982407,CHEMBL2426248,COc1ccc(NC(=O)CCCN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1
123,7.091514981121351,CHEMBL2426281,C=CC(=O)Nc1cccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1
124,7.657577319177793,CHEMBL2426282,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c1
125,4.889410289700752,CHEMBL2426283,C=CC(=O)Nc1ccc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)cc1
126,5.552841968657781,CHEMBL2426285,COc1ccc(NC(=O)CC#N)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1
127,7.481486060122113,CHEMBL2426286,C=CC(=O)Nc1ccc(OC)c(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c1
128,7.275724130399211,CHEMBL2426287,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2c[nH]c3ccccc23)n1
129,7.0293436873196695,CHEMBL2426288,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1
130,6.6020599913279625,CHEMBL2426289,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1nccc(-c2cnn3ccccc23)n1
131,6.657577319177793,CHEMBL2426290,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(F)c(-c2cnn3ccccc23)n1
132,6.537602002101044,CHEMBL2426377,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc(C)c(-c2cnn3ccccc23)n1
133,4.818156412055227,CHEMBL2426378,COc1ccc(NC(=O)/C=C/CN(C)C)cc1Nc1ncc([S+](C)[O-])c(-c2cnn3ccccc23)n1
134,5.454692883534176,CHEMBL2442319,C#Cc1cccc(-n2ccc3cc(OC)cc(OC)c3c2=O)c1
135,5.260427655549909,CHEMBL2442320,COc1cc(OC)c2c(=O)n(-c3ccc(F)c(Cl)c3)ccc2c1
136,5.514278573518421,CHEMBL2442327,C#Cc1cccc(-n2ccc3cc(OC)cc(O)c3c2=O)c1
137,5.910094888560602,CHEMBL2442332,COc1cc2c(c(OC)c1)C(=O)N(c1cccc(C(=O)N3CCCCC3)c1)CC2
138,5.928117992693875,CHEMBL2442333,COc1cc(O)c2c(c1)CCN(c1cccc(C(=O)N3CCCCC3)c1)C2=O
139,5.115204636051019,CHEMBL244948,O=c1ccc2ccc(O)c(O)c2o1
140,6.568636235841012,CHEMBL249496,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
141,7.052076380168273,CHEMBL251700,Fc1ccc(Nc2ncnc3ccc(C#CCN4CCCCC4)cc23)cc1Cl
142,7.187086643357144,CHEMBL251732,Nc1ncnc2c1c(-c1ccc3nc(Cc4ccccc4Cl)[nH]c3c1)nn2[C@H]1CC[C@H](N2CCOCC2)CC1
143,6.42021640338319,CHEMBL253292,CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1
144,6.455931955649724,CHEMBL265629,O=C1CN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CCN1
145,9.040005161671584,CHEMBL272187,Brc1cccc(Nc2ncnc3ccncc23)c1NCCc1c[nH]cn1
146,4.045757490560676,CHEMBL279035,O=C(O)c1ccc(NN2C(=O)c3c(c4c5cccc(O)c5n(C5OC(CO)C(O)C(O)C5O)c4c4[nH]c5c(O)cccc5c34)C2=O)cc1
147,6.070581074285707,CHEMBL293261,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1
148,2.6575773191777943,CHEMBL294213,N#CC(C#N)=Cc1ccc2[nH]ccc2c1
149,6.269217724333611,CHEMBL3085277,C[C@H](Nc1ncnc2c1sc1ccccc12)c1ccccc1
150,7.255707016877324,CHEMBL3086103,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C(F)(F)F)c4)nc32)C1
151,7.448550002027125,CHEMBL3086104,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(Cl)c4)nc32)C1
152,7.767003889607846,CHEMBL3086105,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(F)c4)nc32)C1
153,8.142667503568731,CHEMBL3086106,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)C1
154,7.009217308196862,CHEMBL3087195,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4cccc(N5CCN(C)CC5)c4)nc32)C1
155,7.536107011014093,CHEMBL3087196,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)C1
156,7.818156412055227,CHEMBL3087198,C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)C1
157,6.155522824254319,CHEMBL3092297,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)CC1
158,6.066006836168758,CHEMBL3092298,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(F)(F)CC1
159,6.053547734986927,CHEMBL3092299,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCCC(F)(F)C1
160,6.517126416391246,CHEMBL3092302,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)N1CCC(CCO)CC1
161,3.5850266520291827,CHEMBL310514,N#CC(C#N)=Cc1ccc[nH]1
162,6.54515513999149,CHEMBL3133751,COc1cc2ncnc(Nc3ccc(NC(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)cc3)c2cc1OCCCN1CCOCC1
163,8.698970004336019,CHEMBL31622,C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cc1OCCCN1CCN(C)CC1
164,8.03905380426617,CHEMBL3219125,C=CC(=O)Nc1cccc(N2C(=O)CN(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
165,8.220403508742175,CHEMBL3219128,C=CC(=O)Nc1cccc(N2C(=O)C(C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
166,7.617802789622546,CHEMBL3219129,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)C)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
167,8.139661993429007,CHEMBL3219130,C=CC(=O)Nc1cccc(N2C(=O)C(C(C)CC)N(C)C(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
168,7.698970004336019,CHEMBL3233775,O=C(/C=C/CNC1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
169,7.42021640338319,CHEMBL3233782,O=C(/C=C/CN1CC(O)C1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
170,5.327348077159998,CHEMBL3237934,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(C)CC3)c2)n1
171,6.270025714300445,CHEMBL3237935,CCOC(=O)N1CCN(CCC(=O)Nc2cccc(Oc3nc(Nc4ccc(N5CCN(C)CC5)cc4OC)ncc3Cl)c2)CC1
172,5.6219656775426685,CHEMBL3237936,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)CCN3CCN(CCO)CC3)c2)n1
173,5.538351431936546,CHEMBL3263960,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCOCC1
174,7.075720713938119,CHEMBL3263962,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5cnn(C)c5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
175,6.774690718274138,CHEMBL3263963,COc1cc2c(Oc3ccc(NS(=O)(=O)c4cccc(-c5ccoc5)c4)cc3F)ccnc2cc1OCCCN1CCN(C)CC1
176,8.769551078621726,CHEMBL32844,C=CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCN1CCN(C)CC1
177,4.616184634019569,CHEMBL334026,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1
178,6.221848749616356,CHEMBL3353404,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
179,5.698970004336019,CHEMBL3353407,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
180,6.698970004336019,CHEMBL3353408,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
181,6.0,CHEMBL3353409,C=CC(=O)Nc1cc(Nc2ncc(C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
182,8.226266101296188,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
183,9.2839966563652,CHEMBL3360604,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-]
184,9.327902142064282,CHEMBL3360609,C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1
185,9.481486060122112,CHEMBL3360619,COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCCCn1ccnc1[N+](=O)[O-]
186,4.0,CHEMBL3361128,O=C1/C(=C\c2ccc(O)c(O)c2)Oc2ccccc21
